856532,899,7/22/2015 0:12,San Francisco Caltrain (Townsend at 4th),70,7/22/2015 0:27,San Francisco Caltrain (Townsend at 4th),70,275,Subscriber,94107
856531,349,7/22/2015 0:11,San Francisco Caltrain (Townsend at 4th),70,7/22/2015 0:17,5th at Howard,57,483,Subscriber,94158
856530,482,7/22/2015 0:04,Spear at Folsom,49,7/22/2015 0:12,San Francisco Caltrain (Townsend at 4th),70,275,Subscriber,94107
856529,425,7/21/2015 23:55,Market at Sansome,77,7/22/2015 0:03,Grant Avenue at Columbus Avenue,73,549,Subscriber,94104
856528,189,7/21/2015 23:50,Embarcadero at Sansome,60,7/21/2015 23:53,Broadway St at Battery St,82,290,Subscriber,94109
856527,303,7/21/2015 23:37,Embarcadero at Sansome,60,7/21/2015 23:42,Steuart at Market,74,559,Subscriber,94517
856524,223,7/21/2015 23:20,Redwood City Caltrain Station,22,7/21/2015 23:24,Mezes Park,83,653,Subscriber,94063
856523,730,7/21/2015 23:18,San Jose Diridon Caltrain Station,2,7/21/2015 23:30,SJSU - San Salvador at 9th,16,17,Subscriber,95112
856522,192,7/21/2015 23:15,Golden Gate at Polk,59,7/21/2015 23:18,South Van Ness at Market,66,525,Subscriber,94109
856521,403,7/21/2015 23:14,Embarcadero at Sansome,60,7/21/2015 23:20,Market at Sansome,77,498,Subscriber,94132
856520,514,7/21/2015 23:05,Harry Bridges Plaza (Ferry Building),50,7/21/2015 23:14,2nd at Townsend,61,593,Subscriber,94107
856519,1110,7/21/2015 23:05,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 23:23,Grant Avenue at Columbus Avenue,73,432,Subscriber,94105
856518,330,7/21/2015 22:50,San Antonio Caltrain Station,29,7/21/2015 22:55,Rengstorff Avenue / California Street,33,303,Subscriber,94040
856517,663,7/21/2015 22:35,Steuart at Market,74,7/21/2015 22:46,San Francisco Caltrain (Townsend at 4th),70,569,Subscriber,94158
856516,811,7/21/2015 22:33,South Van Ness at Market,66,7/21/2015 22:46,Davis at Jackson,42,533,Subscriber,94111
856515,1072,7/21/2015 22:22,Powell at Post (Union Square),71,7/21/2015 22:40,Golden Gate at Polk,59,318,Customer,110000
856514,1079,7/21/2015 22:22,Powell at Post (Union Square),71,7/21/2015 22:40,Golden Gate at Polk,59,601,Customer,110000
856513,216,7/21/2015 22:13,Townsend at 7th,65,7/21/2015 22:17,San Francisco Caltrain 2 (330 Townsend),69,422,Subscriber,94107
856512,128,7/21/2015 22:05,Market at 4th,76,7/21/2015 22:07,Powell Street BART,39,421,Subscriber,94102
856511,307,7/21/2015 22:00,Steuart at Market,74,7/21/2015 22:05,Broadway St at Battery St,82,468,Subscriber,94133
856510,971,7/21/2015 21:48,2nd at Folsom,62,7/21/2015 22:04,Market at 10th,67,322,Subscriber,94114
856509,154,7/21/2015 21:44,Commercial at Montgomery,45,7/21/2015 21:46,Clay at Battery,41,600,Subscriber,94133
856508,324,7/21/2015 21:40,Grant Avenue at Columbus Avenue,73,7/21/2015 21:46,Grant Avenue at Columbus Avenue,73,288,Subscriber,94133
856507,186,7/21/2015 21:39,Broadway St at Battery St,82,7/21/2015 21:42,Beale at Market,56,317,Subscriber,94114
856497,350,7/21/2015 21:24,5th at Howard,57,7/21/2015 21:30,San Francisco Caltrain 2 (330 Townsend),69,306,Subscriber,94303
856496,492,7/21/2015 21:20,Temporary Transbay Terminal (Howard at Beale),55,7/21/2015 21:28,Powell Street BART,39,555,Subscriber,94103
856495,621,7/21/2015 21:19,Harry Bridges Plaza (Ferry Building),50,7/21/2015 21:29,San Francisco Caltrain (Townsend at 4th),70,432,Subscriber,95035
856494,485,7/21/2015 21:15,5th at Howard,57,7/21/2015 21:23,Embarcadero at Bryant,54,370,Subscriber,94105
856493,243,7/21/2015 21:14,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 21:18,2nd at Townsend,61,348,Subscriber,94040
856492,359,7/21/2015 21:13,San Jose City Hall,10,7/21/2015 21:19,SJSU - San Salvador at 9th,16,39,Subscriber,95112
856491,911,7/21/2015 21:08,2nd at South Park,64,7/21/2015 21:23,Powell Street BART,39,589,Subscriber,2780
856490,390,7/21/2015 21:10,Grant Avenue at Columbus Avenue,73,7/21/2015 21:16,Market at Sansome,77,450,Subscriber,94104
856489,571,7/21/2015 21:06,San Jose Diridon Caltrain Station,2,7/21/2015 21:15,SJSU - San Salvador at 9th,16,57,Subscriber,95112
856488,720,7/21/2015 21:05,Howard at 2nd,63,7/21/2015 21:17,Townsend at 7th,65,442,Subscriber,94107
856487,134,7/21/2015 20:54,Beale at Market,56,7/21/2015 20:56,Temporary Transbay Terminal (Howard at Beale),55,277,Subscriber,94501
856486,571,7/21/2015 20:49,Townsend at 7th,65,7/21/2015 20:59,Yerba Buena Center of the Arts (3rd @ Howard),68,573,Subscriber,84060
856484,706,7/21/2015 20:43,Powell at Post (Union Square),71,7/21/2015 20:54,Temporary Transbay Terminal (Howard at Beale),55,503,Subscriber,94108
856480,204,7/21/2015 20:41,Mountain View City Hall,27,7/21/2015 20:45,Mountain View Caltrain Station,28,255,Subscriber,94401
856478,410,7/21/2015 20:41,Mountain View City Hall,27,7/21/2015 20:48,Mountain View Caltrain Station,28,10,Subscriber,94107
856477,309,7/21/2015 20:40,SJSU - San Salvador at 9th,16,7/21/2015 20:46,San Jose City Hall,10,39,Subscriber,95112
856472,179,7/21/2015 20:31,2nd at Folsom,62,7/21/2015 20:34,Embarcadero at Bryant,54,419,Subscriber,94022
856469,795,7/21/2015 20:26,2nd at Townsend,61,7/21/2015 20:39,Embarcadero at Sansome,60,69,Subscriber,94133
856468,947,7/21/2015 20:26,Civic Center BART (7th at Market),72,7/21/2015 20:42,Grant Avenue at Columbus Avenue,73,629,Subscriber,94133
856467,216,7/21/2015 20:24,Paseo de San Antonio,7,7/21/2015 20:27,Paseo de San Antonio,7,231,Subscriber,95110
856466,281,7/21/2015 20:18,Beale at Market,56,7/21/2015 20:23,Embarcadero at Bryant,54,193,Subscriber,94105
856464,374,7/21/2015 20:12,Clay at Battery,41,7/21/2015 20:18,Embarcadero at Sansome,60,290,Subscriber,94133
856456,1883,7/21/2015 20:11,Embarcadero at Bryant,54,7/21/2015 20:42,Embarcadero at Bryant,54,417,Subscriber,94105
856454,1182,7/21/2015 20:09,Commercial at Montgomery,45,7/21/2015 20:29,San Francisco Caltrain (Townsend at 4th),70,448,Subscriber,94065
856453,599,7/21/2015 20:02,2nd at South Park,64,7/21/2015 20:12,Market at Sansome,77,329,Subscriber,94107
856452,293,7/21/2015 20:06,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 20:11,Townsend at 7th,65,457,Subscriber,94107
856449,784,7/21/2015 20:03,Broadway St at Battery St,82,7/21/2015 20:16,5th at Howard,57,444,Customer,94107
856445,449,7/21/2015 19:57,Commercial at Montgomery,45,7/21/2015 20:05,Powell at Post (Union Square),71,382,Subscriber,94164
856443,429,7/21/2015 19:53,Powell Street BART,39,7/21/2015 20:01,Market at 10th,67,271,Subscriber,94103
856440,719,7/21/2015 19:50,Clay at Battery,41,7/21/2015 20:02,2nd at Townsend,61,356,Subscriber,94107
856438,912,7/21/2015 19:42,Mechanics Plaza (Market at Battery),75,7/21/2015 19:57,Market at 10th,67,406,Subscriber,94109
856437,650,7/21/2015 19:43,Broadway St at Battery St,82,7/21/2015 19:54,Embarcadero at Bryant,54,563,Subscriber,94111
856435,3518,7/21/2015 19:38,Powell at Post (Union Square),71,7/21/2015 20:37,Market at 4th,76,455,Customer,92118
856434,825,7/21/2015 19:38,Market at Sansome,77,7/21/2015 19:52,Townsend at 7th,65,371,Subscriber,94107
856433,3524,7/21/2015 19:38,Powell at Post (Union Square),71,7/21/2015 20:37,Market at 4th,76,421,Customer,92118
856432,372,7/21/2015 19:37,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 19:44,Townsend at 7th,65,453,Subscriber,94114
856431,864,7/21/2015 19:37,Mountain View Caltrain Station,28,7/21/2015 19:52,Rengstorff Avenue / California Street,33,164,Subscriber,94158
856430,665,7/21/2015 19:37,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 19:48,Market at 10th,67,482,Subscriber,94102
856429,910,7/21/2015 19:36,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 19:51,Market at 10th,67,268,Customer,94103
856428,458,7/21/2015 19:35,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 19:43,Embarcadero at Bryant,54,328,Subscriber,94105
856426,717,7/21/2015 19:34,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 19:46,Davis at Jackson,42,635,Subscriber,94111
856425,283,7/21/2015 19:34,Powell Street BART,39,7/21/2015 19:39,Post at Kearny,47,493,Subscriber,94111
856424,238,7/21/2015 19:34,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 19:38,Townsend at 7th,65,422,Subscriber,94107
856423,849,7/21/2015 19:31,Howard at 2nd,63,7/21/2015 19:45,Townsend at 7th,65,338,Subscriber,94116
856422,437,7/21/2015 19:31,Redwood City Caltrain Station,22,7/21/2015 19:38,San Mateo County Center,23,196,Subscriber,94062
856421,437,7/21/2015 19:29,Civic Center BART (7th at Market),72,7/21/2015 19:36,Washington at Kearny,46,362,Subscriber,94103
856420,802,7/21/2015 19:27,Market at Sansome,77,7/21/2015 19:41,San Francisco City Hall,58,209,Subscriber,94115
856419,820,7/21/2015 19:27,Market at Sansome,77,7/21/2015 19:41,San Francisco City Hall,58,489,Subscriber,94115
856418,556,7/21/2015 19:26,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 19:35,Powell Street BART,39,591,Subscriber,94605
856417,202,7/21/2015 19:26,Embarcadero at Sansome,60,7/21/2015 19:29,Broadway St at Battery St,82,317,Subscriber,94114
856416,279,7/21/2015 19:25,Davis at Jackson,42,7/21/2015 19:30,Embarcadero at Sansome,60,498,Subscriber,94133
856415,991,7/21/2015 19:25,Market at 10th,67,7/21/2015 19:42,Harry Bridges Plaza (Ferry Building),50,625,Subscriber,94105
856414,491,7/21/2015 19:25,San Jose Diridon Caltrain Station,2,7/21/2015 19:33,Paseo de San Antonio,7,131,Subscriber,95113
856413,585,7/21/2015 19:24,Powell Street BART,39,7/21/2015 19:34,South Van Ness at Market,66,477,Subscriber,94115
856412,1296,7/21/2015 19:24,University and Emerson,35,7/21/2015 19:46,San Antonio Shopping Center,31,694,Subscriber,94301
856411,504,7/21/2015 19:23,Powell Street BART,39,7/21/2015 19:31,Washington at Kearny,46,553,Subscriber,94102
856410,596,7/21/2015 19:22,Embarcadero at Bryant,54,7/21/2015 19:32,2nd at Folsom,62,410,Subscriber,94022
856408,545,7/21/2015 19:21,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 19:30,Harry Bridges Plaza (Ferry Building),50,16,Subscriber,94610
856407,167,7/21/2015 19:20,Townsend at 7th,65,7/21/2015 19:23,San Francisco Caltrain 2 (330 Townsend),69,591,Subscriber,94103
856406,228,7/21/2015 19:20,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 19:24,Townsend at 7th,65,573,Subscriber,94107
856404,232,7/21/2015 19:18,Mountain View Caltrain Station,28,7/21/2015 19:22,Evelyn Park and Ride,30,13,Subscriber,95051
856403,569,7/21/2015 19:12,2nd at South Park,64,7/21/2015 19:21,Market at Sansome,77,371,Subscriber,94609
856402,413,7/21/2015 19:16,Market at Sansome,77,7/21/2015 19:23,Grant Avenue at Columbus Avenue,73,86,Subscriber,94133
856401,566,7/21/2015 19:15,Yerba Buena Center of the Arts (3rd @ Howard),68,7/21/2015 19:25,Townsend at 7th,65,425,Subscriber,94107
856400,729,7/21/2015 19:15,Embarcadero at Folsom,51,7/21/2015 19:28,San Francisco Caltrain (Townsend at 4th),70,558,Subscriber,95129
856398,244,7/21/2015 19:13,Post at Kearny,47,7/21/2015 19:17,Powell Street BART,39,493,Subscriber,94111
856397,269,7/21/2015 19:12,Embarcadero at Sansome,60,7/21/2015 19:17,Steuart at Market,74,389,Subscriber,94609
856396,218,7/21/2015 19:12,Townsend at 7th,65,7/21/2015 19:16,San Francisco Caltrain 2 (330 Townsend),69,528,Subscriber,94010
856395,349,7/21/2015 19:12,Mountain View Caltrain Station,28,7/21/2015 19:18,Evelyn Park and Ride,30,143,Subscriber,94040
856394,579,7/21/2015 19:11,Steuart at Market,74,7/21/2015 19:20,San Francisco Caltrain 2 (330 Townsend),69,537,Subscriber,94107
856393,200,7/21/2015 19:11,Market at 4th,76,7/21/2015 19:14,Powell at Post (Union Square),71,503,Subscriber,94109
856392,223,7/21/2015 19:10,Market at Sansome,77,7/21/2015 19:14,Harry Bridges Plaza (Ferry Building),50,587,Subscriber,94925
856391,317,7/21/2015 19:10,Mountain View Caltrain Station,28,7/21/2015 19:15,Castro Street and El Camino Real,32,257,Subscriber,94024
856390,1494,7/21/2015 19:09,Harry Bridges Plaza (Ferry Building),50,7/21/2015 19:34,Howard at 2nd,63,395,Customer,60643
856389,204,7/21/2015 19:09,Townsend at 7th,65,7/21/2015 19:13,San Francisco Caltrain 2 (330 Townsend),69,878,Subscriber,94401
856388,740,7/21/2015 19:09,Market at 10th,67,7/21/2015 19:21,Grant Avenue at Columbus Avenue,73,602,Subscriber,94133
856387,210,7/21/2015 19:08,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 19:11,Townsend at 7th,65,393,Subscriber,94306
856386,815,7/21/2015 19:08,Clay at Battery,41,7/21/2015 19:21,San Francisco Caltrain (Townsend at 4th),70,635,Subscriber,94025
856385,590,7/21/2015 19:08,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 19:17,Powell Street BART,39,553,Subscriber,94107
856384,607,7/21/2015 19:06,Market at 10th,67,7/21/2015 19:16,San Francisco Caltrain 2 (330 Townsend),69,540,Subscriber,94025
856383,786,7/21/2015 19:06,Market at 10th,67,7/21/2015 19:19,Harry Bridges Plaza (Ferry Building),50,634,Subscriber,94920
856382,281,7/21/2015 19:05,Post at Kearny,47,7/21/2015 19:10,Washington at Kearny,46,618,Subscriber,94133
856381,784,7/21/2015 19:05,South Van Ness at Market,66,7/21/2015 19:18,Temporary Transbay Terminal (Howard at Beale),55,134,Subscriber,94611
856380,479,7/21/2015 19:04,Powell Street BART,39,7/21/2015 19:12,Steuart at Market,74,507,Subscriber,94103
856376,379,7/21/2015 19:00,Powell at Post (Union Square),71,7/21/2015 19:06,Temporary Transbay Terminal (Howard at Beale),55,491,Subscriber,94118
856375,2745,7/21/2015 18:59,Embarcadero at Bryant,54,7/21/2015 19:45,Grant Avenue at Columbus Avenue,73,566,Customer,94115
856374,284,7/21/2015 18:59,Powell Street BART,39,7/21/2015 19:04,Market at 10th,67,540,Subscriber,94133
856372,163,7/21/2015 18:59,Market at 10th,67,7/21/2015 19:02,San Francisco City Hall,58,343,Subscriber,94133
856370,398,7/21/2015 18:56,Commercial at Montgomery,45,7/21/2015 19:03,Harry Bridges Plaza (Ferry Building),50,395,Customer,60643
856369,815,7/21/2015 18:50,2nd at South Park,64,7/21/2015 19:04,Townsend at 7th,65,878,Subscriber,94107
856368,305,7/21/2015 18:56,Broadway St at Battery St,82,7/21/2015 19:01,Market at Sansome,77,636,Subscriber,94111
856367,510,7/21/2015 18:55,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 19:04,Powell Street BART,39,477,Subscriber,94607
856366,312,7/21/2015 18:54,Evelyn Park and Ride,30,7/21/2015 18:59,Mountain View Caltrain Station,28,48,Subscriber,94107
856365,888,7/21/2015 18:52,Townsend at 7th,65,7/21/2015 19:07,Spear at Folsom,49,464,Subscriber,94105
856364,716,7/21/2015 18:52,Townsend at 7th,65,7/21/2015 19:04,Spear at Folsom,49,342,Subscriber,94553
856363,819,7/21/2015 18:52,Townsend at 7th,65,7/21/2015 19:05,Temporary Transbay Terminal (Howard at Beale),55,624,Subscriber,94806
856361,394,7/21/2015 18:50,Embarcadero at Sansome,60,7/21/2015 18:57,Steuart at Market,74,537,Subscriber,94102
856360,649,7/21/2015 18:50,Civic Center BART (7th at Market),72,7/21/2015 19:01,Commercial at Montgomery,45,382,Subscriber,94107
856359,395,7/21/2015 18:50,Townsend at 7th,65,7/21/2015 18:56,2nd at Townsend,61,260,Subscriber,94107
856358,417,7/21/2015 18:50,Howard at 2nd,63,7/21/2015 18:57,Powell at Post (Union Square),71,421,Subscriber,94108
856357,432,7/21/2015 18:50,San Francisco Caltrain 2 (330 Townsend),69,7/21/2015 18:57,Embarcadero at Bryant,54,269,Subscriber,94105
856355,736,7/21/2015 18:49,Market at Sansome,77,7/21/2015 19:01,South Van Ness at Market,66,408,Subscriber,94102
856354,450,7/21/2015 18:49,Market at 4th,76,7/21/2015 18:56,Temporary Transbay Terminal (Howard at Beale),55,300,Subscriber,94608
856353,519,7/21/2015 18:49,Mechanics Plaza (Market at Battery),75,7/21/2015 18:57,2nd at South Park,64,509,Subscriber,94105
856352,413,7/21/2015 18:49,Post at Kearny,47,7/21/2015 18:56,Davis at Jackson,42,606,Subscriber,94111
856349,1000,7/21/2015 18:46,Steuart at Market,74,7/21/2015 19:03,2nd at Townsend,61,412,Subscriber,94107
856348,462,7/21/2015 18:46,Market at 4th,76,7/21/2015 18:53,Spear at Folsom,49,652,Subscriber,94105
856347,632,7/21/2015 18:46,San Jose Diridon Caltrain Station,2,7/21/2015 18:56,Ryland Park,84,254,Subscriber,95110
856346,513,7/21/2015 18:46,2nd at Townsend,61,7/21/2015 18:54,Market at Sansome,77,496,Subscriber,94401
856344,614,7/21/2015 18:45,Townsend at 7th,65,7/21/2015 18:55,Embarcadero at Bryant,54,434,Subscriber,94103
856342,544,7/21/2015 18:44,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 18:53,Embarcadero at Folsom,51,390,Subscriber,94105
856340,328,7/21/2015 18:42,Harry Bridges Plaza (Ferry Building),50,7/21/2015 18:47,Embarcadero at Bryant,54,472,Subscriber,94105
856339,692,7/21/2015 18:42,San Jose Diridon Caltrain Station,2,7/21/2015 18:54,Japantown,9,124,Subscriber,94111
856338,430,7/21/2015 18:41,Howard at 2nd,63,7/21/2015 18:48,San Francisco Caltrain (Townsend at 4th),70,477,Subscriber,94063
856337,665,7/21/2015 18:40,Harry Bridges Plaza (Ferry Building),50,7/21/2015 18:52,San Francisco Caltrain (Townsend at 4th),70,328,Subscriber,94403
856336,336,7/21/2015 18:40,Temporary Transbay Terminal (Howard at Beale),55,7/21/2015 18:46,5th at Howard,57,370,Subscriber,60622
856335,945,7/21/2015 18:39,Mechanics Plaza (Market at Battery),75,7/21/2015 18:55,Embarcadero at Sansome,60,317,Subscriber,94133
856334,188,7/21/2015 18:39,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 18:42,2nd at Townsend,61,508,Subscriber,94107
856333,529,7/21/2015 18:38,5th at Howard,57,7/21/2015 18:47,Steuart at Market,74,326,Subscriber,94903
856332,571,7/21/2015 18:38,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 18:48,Harry Bridges Plaza (Ferry Building),50,289,Subscriber,94939
856331,760,7/21/2015 18:38,San Francisco Caltrain (Townsend at 4th),70,7/21/2015 18:50,Market at 10th,67,497,Subscriber,94102
